Kode Produk,Barcode,Nama Produk,Kategori,Vendor,PIC,Satuan,UOM DC,UOM Store,Konversi Store
LB2065,8990168651195,BAWANG MERAH GORENG BJ 50 GR,Sembako,PT. INDRAMUKTI SEGARA,AGUS PURNOMO,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 20.00 PCS,20
LB2164,745760316687,BAWANG PUTIH BUBUK BUMBUKU 5GR,Sembako,CV LANDAHUR,M KHOIRUL UMAM,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 12.00 PCS,12
LB1996,,BAWANG PUTIH BUBUK KEPIK MERAH 4GR RENTENG,Sembako,,,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 12.00 PCS,12
LB2064,,BAWANG PUTIH GORENG SINTI 50GR,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 20.00 PCS,20
LB0061,8992696404441,BEAR BRAND,Minuman,PT PANCA BAKTI MULIA,M ROISUL ANAM,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 30.00 PCS,30
LB0586,,BEDAK HEROCYN 50GR,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4225,5804225,BEEF SLICE MIX 500GR,Frozen food,CV. 45 JAYA MEAT,PRASETYO PAMBUDI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB2722,,BELFOODS FRENCH FRIES 175gr,Frozen food,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 1.00 PACK,1
LB2721,,BELFOODS NUGET CRUNCHY 140gr,Frozen food,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 1.00 PACK,1
LB2720,,BELFOODS NUGET CRYSPY 265gr,Frozen food,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 1.00 PACK,1
LB4624,,BENANG JAHIT WR PACMAN,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 36.00 PCS,36
LB4370,8996001355978,BENG-BENG SHARE IT 80GR,Snack,BI PT. CIPTA NIAGA SEMESTA BJN,MIFTAKHUR ROZI,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 16.00 PCS,16
LB1780,,BERAS BENGAWAN 5KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1321,,BERAS CAP 44S 5Kg.,Sembako,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 1.00 PACK,1
LB0233,,BERAS CAP BAMBU 5KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0657,,BERAS CAP BUNGA 5KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0799,,BERAS DUA LELE MEDIUM 2.5KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0797,,BERAS DUA LELE MEDIUM 5KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0798,,BERAS DUA LELE PREMIUM 2.5KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0796,,BERAS DUA LELE PREMIUM 5KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1917,,BERAS IDUL FITRI 3KG,Seasonal,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1423,5801423,BERAS KONSUMSI,Oprasional,FAJAR MANDIRI,ADITYA,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 1.00 PACK,1
LB1274,5801274,BERAS LBB 10KG,Sembako,FAJAR MANDIRI,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3061,,BERAS LBB 2.5KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1275,5801275,BERAS LBB 5KG,Sembako,FAJAR MANDIRI,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1506,,BERAS MADHUKARA 5kg,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3985,5803985,BERAS MEDIUM SUPER CAP MOBIL IJO 3KG,Sembako,UD MAKMUR JAYA,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0666,,BERAS PREMIUM JAYATI 5KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0800,5800800,BERAS RAJA LELE 5KG,Sembako,FAJAR MANDIRI,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5689,,BERAS RAJALELE 3KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5293,5805293,BERAS RAYATANI 1KG,Sembako,FAJAR MANDIRI,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3638,5803638,BERAS RAYATANI 5KG,Sembako,FAJAR MANDIRI,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4396,,BERAS TERATAI 10KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1131,5801131,BERAS TERATAI 2.5KG,Sembako,UD. SUMBER JAYA,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1130,5801130,BERAS TERATAI 5KG,Sembako,UD. SUMBER JAYA,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3228,,BERNARDI SOSIS AYAM 500 GR,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3229,,BERNARDI SOSIS SAPI GORENG 500 GR,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB2099,,BESEK DAGING,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1730,,BIDARAN KEJU ARWANA 1.7KG,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 1.70 KG,1.7
LB1012,8991115012106,BIG BABOL RASA STROBERI KRIM,Snack,CV MITRA SEJATI DISTRIBUSI,EKO SUYANTO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB1011,8991115010102,BIG BABOL RASA TUTTI FRUITI,Snack,CV MITRA SEJATI DISTRIBUSI,EKO SUYANTO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB1616,8997011700154,BIHUN BIJAG 150GR,Sembako,CV LANGGENG JAYA SENTOSA,EKO SUYANTO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1617,8997011700390,BIHUN JAGUNG PADAMU 160GR,Sembako,CV. BINTANG JAYA,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1620,8997011700093,BIHUN JAGUNG PADAMU 60GR,Sembako,CV. BINTANG JAYA,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 60.00 PCS,60
LB1978,,BIJI KOPI CAP JAGO,Sembako,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB7892,8992727006187,BIORE LOVELY SAKURA SCENT 400ML,Kebutuhan,PT BERKAT MUTIARA HATI,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB7893,8992727001700,BIORE PURE MILD 400ML,Kebutuhan,PT BERKAT MUTIARA HATI,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB7891,8992727002592,BIORE RELAXING AROMATIC 400ML,Kebutuhan,PT BERKAT MUTIARA HATI,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4667,,BODREX,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 20.00 PCS,20
LB4646,,BODREXIN,Kebutuhan,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 4.00 TABLET,4
LB1259,,BOLPOIN,Oprasional,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 1.00 PACK,1
LB4638,,BOLPOIN ESELON GEL ES 009 MINI HITAM,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB4602,,BOLPOIN ULIR STARK,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB2325,,BONCABE REFILL RASA EBI KRIUK LEVEL 2 35GR,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3861,,BOTOL MADU 1000ML,Alat,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3862,,BOTOL MADU 380ML,Alat,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5056,,BOTOL PIER SAP 250ML,Oprasional,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 1.00 BALL,1
LB3810,,BOTOL PLASTIK 500ml,Oprasional,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 1.00 BALL,1
LB3581,,BOX ROLLA BOLU PISANG,Oprasional,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3584,,BOX ROLLA BROWNIES KUKUS,Oprasional,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3583,,BOX ROLLA BROWNIES PANGGANG,Oprasional,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3580,,BOX ROLLA LAPIS KUKUS KAYANGAN,Oprasional,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3582,,BOX ROLLA PROLL TAPE,Oprasional,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3621,,BOX ROLLA SPECIAL BOLEN,Oprasional,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3041,,BREADMATE BREAD GEL 10KG,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 10.00 KG,10
LB0905,,BROWNIS KERING NGUDI ROSO,Snack,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB1698,,BUACHES TEPUNG BERAS,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 40.00 PCS,40
LB0073,8998009020520,BUAVITA 125,Minuman,UD. SANUR BOJONEGORO,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB0074,8998009020186,BUAVITA 245,Minuman,UD. SANUR BOJONEGORO,M MUJAHIDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB4607,,BUKU OKTAVO SUKHOI ISI 100,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 10.00 PCS,10
LB4637,,BUKU TULIS SKOLA 38,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 10.00 PCS,10
LB4636,,BUKU TULIS SKOLA 58,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 10.00 PCS,10
LB2127,5802127,BUMBU BMJ BAKSO,Sembako,UD. IBU,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 25.00 PCS,25
LB2128,5802128,BUMBU BMJ BALI,Sembako,UD. IBU,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB2123,5802123,BUMBU BMJ GULAI,Sembako,UD. IBU,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB2122,5802122,BUMBU BMJ KARE,Sembako,UD. IBU,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB2284,5802284,BUMBU BMJ LODEH,Sembako,UD. IBU,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB2121,5802121,BUMBU BMJ RAWON,Sembako,UD. IBU,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB2129,5802129,BUMBU BMJ RENDANG,Sembako,UD. IBU,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB2124,5802124,BUMBU BMJ RICA RICA,Sembako,UD. IBU,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB2126,5802126,BUMBU BMJ SEMUR,Sembako,UD. IBU,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB2120,5802120,BUMBU BMJ SOTO,Sembako,UD. IBU,M MUJAHIDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB2270,,BUMBU BNM LODEH,Sembako,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 25.00 PCS,25
LB2321,5802321,BUMBU RUJAK MANIS EXTRA PEDAS BU RIA 330GR,Snack,UD. DUA BERSAUDARA,M KHOIRUL UMAM,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 5.00 PCS,5
LB6487,5806487,BUMBU RUJAK MANIS EXTRA PEDAS BU RIA 35gr,Snack,UD. DUA BERSAUDARA,M KHOIRUL UMAM,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 10.00 PCS,10
LB2322,5802322,BUMBU RUJAK MANIS EXTRA SEDANG BU RIA 330GR,Snack,UD. DUA BERSAUDARA,M KHOIRUL UMAM,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 5.00 PCS,5
LB4983,5804983,C BASRENG STICK ORIGINAL,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.00 KG,2
LB4985,5804985,C BASRENG STICK PEDAS,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.00 KG,2
LB4988,5804988,C BIDARAN KEJU,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 1.70 KG,1.7
LB4991,,C CHOCO CRUNCH COKELAT,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.00 KG,2
LB5664,,C CONTONG KUNING PALAPA,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 KG,5
LB4993,,C EMPING JAGUNG ASIN,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.50 KG,2.5
LB4996,,C EMPING JAGUNG PEDAS MANIS,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.50 KG,2.5
LB4998,5804998,C KACANG OVEN,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 KG,5
LB6711,,C KACANG SEMBUNYI,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 4.00 KG,4
LB5000,5805000,C KACANG TELUR,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 4.00 KG,4
LB6713,5806713,C KECIPUT BULAT,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 3.00 KG,3
LB6714,,C KECIPUT PANJANG,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 KG,5
LB5001,5805001,C KENTANG UDANG MINI,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.00 KG,2
LB5002,5805002,C KERIPIK USUS ORIGINAL,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.00 KG,2
LB4999,5704999,C KERUPUK KULIT SAPI,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 1.00 KG,1
LB4997,,C KERUPUK TENGIRI,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.00 KG,2
LB4995,5704995,C KORO BALADO,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 4.00 KG,4
LB6712,5806712,C KORO MIX,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 3.00 KG,3
LB4994,5704994,C KRIPIK USUS BALADO,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.00 KG,2
LB4992,5704992,C MAKARONI SPIRAL,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 4.00 KG,4
LB4990,5704990,C MARNING JAGUNG MEKAR,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 KG,5
LB6710,5806710,C MLINJO MANIS,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 KG,5
LB6709,5806709,C MLINJO PEDAS,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 KG,5
LB4989,5704989,C PILUS KAPSUL PEDAS,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 1.70 KG,1.7
LB4987,5704987,C SEBLAK KENCUR,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.70 KG,2.7
LB4986,5704986,C SEBLAK MAWAR PEDAS,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 1.50 KG,1.5
LB4984,5704984,C SUMPIA PENDEK,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 KG,5
LB4982,5704982,C SUS COKLAT,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.00 KG,2
LB5726,5805726,C SUS ES TELER,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 2.00 KG,2
LB5727,5805727,C SUS KLEPON,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 2.00 KG,2
LB4981,5704981,C WIDARAN GETAS MANIS,Grosir,DC GROSIR & REPACKING,SITI THOIRUL MAQULAH,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 1.60 KG,1.6
LB0210,,CAMPINA ARIEL MELON STRAWBERRY,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 36.00 PCS,36
LB0303,,CAMPINA FANTASY STRAWBERRY,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 36.00 PCS,36
LB2271,,CAMPINA HULA HULA DURIAN 90ml,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0257,,CAMPINA HULA HULA TAPE KETAN,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 46.00 PCS,46
LB0278,,CAMPINA HULA-HULA TARO,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 46.00 PCS,46
LB0030,,CAMPINA MINI CONCERTO CHOCOLATE,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 30.00 PCS,30
LB2112,,CAMPINA MINI CONCERTO STRAWBERRY,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 30.00 PCS,30
LB0461,,CAMPINA MOCHI VANILLA CHOCO CHUNK,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0822,,CAMPINA NEAPOLITAN 350ml,Konsinyasi,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0133,,CAMPINA PETIT CHOCOMIX STICK,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 60.00 PCS,60
LB0972,,CAMPINA SPIDERMAN,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB0595,,CAMPINA STRAWBERRY CHOCO,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB2220,,CAMPINA TROPICANA KREZ KREZ,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB3232,,CARLO PENGOLES LOYANG 500 G,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB2302,,CAROLA KERUPUK JALA RASA AYAM BAWANG 35GR,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB2298,,CAROLA KRUPUK UDANG RASA BALADO 30GR,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB5233,,CEDEA EOMUK BAR 200gr,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5234,,CEDEA FISH ROLL 200gr,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5231,,CEDEA KOREAN STICK ORIGINAL 240gr,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5232,,CEDEA KOREAN STICK POTATO 300gr,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4253,,CEKER AYAM FROZEN,Frozen food,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB5103,5805103,CEKER TATUL 250GR,Frozen food,CHEKER TATUL,PRASETYO PAMBUDI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4961,,CHARM SAFE NIGHT 290MM,Kebutuhan,,,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 10.00 PCS,10
LB4963,,CHARM SAFE NIGHT 350MM,Kebutuhan,,,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 10.00 PCS,10
LB6254,,CHARM SN 9 PADS,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB7699,18994462790083,CHEETOS JAGUNG BAKAR KEJU 60gr,Snack,PT. MENSA BINASUKSES,EKO SUYANTO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 30.00 PCS,30
LB4648,,CHIKI TWIST RASA JAGUNG BAKAR 22.5GR,Snack,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 60.00 PCS,60
LB4643,89686732009,CHITATO LITE RASA RUMPUT LAUT 14GR,Snack,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 60.00 PCS,60
LB2149,,CHITATO LITE RUMPUT LAUT 168GR,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB2147,,CHITATO LITE RUMPUT LAUT 35GR,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB2148,,CHITATO LITE RUMPUT LAUT 55GR,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 32.00 PCS,32
LB2000,,CHITATO LITE RUMPUT LAUT 68GR,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 30.00 PCS,30
LB1085,,CHITATO RASA BUMBU AYAM,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 30.00 PCS,30
LB4644,89686598018,CHITATO RASA SAPI PANGGANG 15GR,Snack,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 60.00 PCS,60
LB0080,89686598056,CHITATO RASA SAPI PANGGANG 65GR,Snack,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 30.00 PCS,30
LB2323,,CHITATO SAPI BUMBU BAKAR 35GR,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB0911,,CHITATO SAPI PANGGANG 35gr,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB5310,,CHOCOLATE BATANG SPARROW 500GR,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3030,,CHOCOLATES DARK COMPOUND COLATTA 12X1KG,MATERIAL PRODUKSI,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB5368,8992775003961,CHOCOLATOS WAFER ROLL COKLAT 6.5GR,Snack,CV LANGGENG JAYA SENTOSA,M MUJAHIDIN,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 288.00 PCS,288
LB1017,8996001370063,CHOKI CHOKI STIK,Snack,BI PT. CIPTA NIAGA SEMESTA BJN,MIFTAKHUR ROZI,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 9.00 PCS,9
LB5894,,CHOKI CHOKI STIX BISCUIT,Snack,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB5860,,CHOP CHOP BEEF BURGER SLICE 250gr,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB6163,8997021179551,CHOP2 BK(12)500,Frozen food,PT. ADILMART,MOHAMMAD AMINUDIN,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3212,,CIKI RING BALADO 1KG,Grosir,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB6757,,CIKRAK PLASTIK ORI,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1134,,CIMORY KOTAK 125ML COKELAT,Minuman,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0083,8993200666959,CIMORY SQUEEZE BLUEBERRY 120GR,Minuman,KOPERASI KAREB ATAU WILAYAH,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1406,,CIMORY SQUEEZE CAVENDISH BANANA 120GR,Minuman,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1014,,CIMORY SQUEEZE HONEY,Minuman,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
